id,search_tag,create_time,video_desc,stickers_on_video,video_hashtags,video_duration_in_sec,is_duet_enabled,duet_from_id,music_id,music_title,music_url,music_author,music_is_original_audio,digg_count,share_count,comment_count,play_count,author_unique_id,author_nickname,author_avatar,author_signature,author_is_verified,author_duet_setting,author_following_count,author_followers_count,author_heart_count,author_digg_count,author_heart,video_path,video_url,transcription,video_contains_music,video_contains_male,video_contains_female,video_contains_noise,video_contains_no_energy,segments,total_music_duration,percentage_of_video_made_of_music
6837190360695917829,trump2020,2020-06-11 16:30:34-04:00,#confederateflag #trump2020 #confederateflagisnotracist  come on guys let’s see,,"confederateflag, trump2020, confederateflagisnotracist",10,True,0,6837190356774259462,original sound,https://v77.tiktokcdn.com/79aad7aa26602587237c57478ee209a4/6465e5a7/video/tos/useast2a/tos-useast2a-v-27dcd7/95a52f5ad3c84a8893b8f516cb42c944/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TDVTGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=Ojo0Mzg0ZmQzaGZkaTtoNUBpanA8M3hoPG5yeDMzNjU8M0BfYC1jNF82NjYxLi01YF4wYSM2MGMubTRhbmxfLS0yMTZzcw%3D%3D&l=20230518074514DE9934CC70AA1C056ACC&btag=e00080000&cc=13&download=true,Brandon Mealor,True,214700,231,4595,1400000,,,,,,,582,113800,305800,3457,305800,data/videos/6837190360695917829.mp4,https://www.tiktok.com/@/video/6837190360695917829,"So I changed my profile picture to a Confederate flag and I lost some followers. If y'all like the Confederate flag, hit that follow button, give me a like, let me know who likes it or not.",False,True,False,False,False,"[{'label': 'male', 'start': 0.0, 'end': 10.78}]",0.0,0.0
6837273541637868806,biden2020,2020-06-11 21:53:22-04:00,#duet with @aimeeameenasheik #HadToBeSaid #blmmovement #pocunity #RaiseYourVoice #trump2020 #biden2020  #whitefragility #whiteprivlige,,", duet, hadtobesaid, blmmovement, pocunity, raiseyourvoice, trump2020, biden2020, whitefragility, whiteprivlige",29,True,6837151483620773126,6837151484078033670,original sound,https://v16m.tiktokcdn.com/22d5601bb2b9b6230334c58effa72263/6465fdce/video/tos/useast2a/tos-useast2a-v-27dcd7/3b50247c8375479e8a4d5030f211868e/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TKuQGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=OGU5Ozc7MzhnaDtnMzc8NkBpM2ZsNnNyZm87dzMzZjU8M0AtLWEyMzEzNWIxMi5gYi1iYSNxLWwzLWcuXzBfLS0xMTZzcw%3D%3D&l=20230518092821DEA06D595B8162005F6D&btag=e00080000&cc=3&download=true,,True,286600,5059,771,1200000,,,,,,,804,5073,322100,16600,322100,data/videos/6837273541637868806.mp4,https://www.tiktok.com/@/video/6837273541637868806,"If you've ever wondered why there are no police at this rally, but lots of police at these rallies, it's for the same reason you never see Miley Cyrus and Hannah Montana together, or Superman and Clark Kent, or Batman and Bruce Wayne. Don't think for a second that police weren't in that crowd. They were just in a different uniform.",False,False,True,False,True,"[{'label': 'female', 'start': 0.0, 'end': 3.6}, {'label': 'noEnergy', 'start': 3.6, 'end': 4.1}, {'label': 'female', 'start': 4.1, 'end': 5.48}, {'label': 'noEnergy', 'start': 5.48, 'end': 6.58}, {'label': 'female', 'start': 6.58, 'end': 9.56}, {'label': 'noEnergy', 'start': 9.56, 'end': 11.32}, {'label': 'female', 'start': 11.32, 'end': 15.780000000000001}, {'label': 'noEnergy', 'start': 15.780000000000001, 'end': 16.42}, {'label': 'female', 'start': 16.42, 'end': 21.48}, {'label': 'noEnergy', 'start': 21.48, 'end': 22.52}, {'label': 'female', 'start': 22.52, 'end': 25.580000000000002}, {'label': 'noEnergy', 'start': 25.580000000000002, 'end': 26.38}, {'label': 'female', 'start': 26.38, 'end': 28.32}, {'label': 'noEnergy', 'start': 28.32, 'end': 28.96}]",0.0,0.0
6837319426283425029,trump2020,2020-06-12 00:51:28-04:00,#stitch with @kevdaddy 👨‍🦯👨‍🦯👨‍🦯 #TikTokBrushes #WorkoutPlan #politics #democrat #republican #trump2020 #bernie2020 #urdailynews,,", stitch, tiktokbrushes, workoutplan, politics, democrat, republican, trump2020, bernie2020, urdailynews",15,False,0,6837319370578856709,original sound,https://v77.tiktokcdn.com/988b431e8f3ff6d7a3405b1c98e8b260/6465e592/video/tos/useast2a/tos-useast2a-v-27dcd7/8c6f97df00284d0fba3ae31f512be133/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7Td7TGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=ZzZnNTxkOWU6NzdmaTk1aUBpM2t3ZG9vbm5qdTMzOjU8M0AvMi42YzEuXzAxYDVjYF8uYSNzY2htcnNrZ2VfLS1jMTZzcw%3D%3D&l=20230518074450174E36B2DF1CCF06147F&btag=e00080000&cc=13&download=true,Suzette,True,195900,691,2796,603400,,,,,,,1169,1763,201700,278600,201700,data/videos/6837319426283425029.mp4,https://www.tiktok.com/@/video/6837319426283425029,That was Kevin giving you a quick little insight into what it's like to be blind in America in 2020. Now I'm going to send you guys off to Ryan for a quick look at your morning weather.,True,False,True,False,True,"[{'label': 'music', 'start': 0.0, 'end': 5.0200000000000005}, {'label': 'female', 'start': 5.0200000000000005, 'end': 14.74}, {'label': 'noEnergy', 'start': 14.74, 'end': 15.040000000000001}]",5.0200000000000005,33.46666666666667
6837333822095248645,trump2020,2020-06-12 01:47:19-04:00,Part two of my last video tiktok will prob remove!! #blm #blacklivesmatter #allivesmatter #trump2020 #cops #georgefloyd #bluelivesmatter #protest,,"blm, blacklivesmatter, allivesmatter, trump2020, cops, georgefloyd, bluelivesmatter, protest",59,True,0,6837333758358653701,original sound,https://v77.tiktokcdn.com/79aad7aa26602587237c57478ee209a4/6465e5a7/video/tos/useast2a/tos-useast2a-v-27dcd7/95a52f5ad3c84a8893b8f516cb42c944/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TDVTGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=Ojo0Mzg0ZmQzaGZkaTtoNUBpanA8M3hoPG5yeDMzNjU8M0BfYC1jNF82NjYxLi01YF4wYSM2MGMubTRhbmxfLS0yMTZzcw%3D%3D&l=20230518074514DE9934CC70AA1C056ACC&btag=e00080000&cc=13&download=true,Livinsmall,True,233600,2939,5466,1900000,,,,,,,3508,15500,310000,16500,310000,data/videos/6837333822095248645.mp4,https://www.tiktok.com/@/video/6837333822095248645,"Your hand out. Pull your left hand out, sir. Come on. I do not want to shoot you. Pull your hand out. Pull your hand out of your pocket, bro. Come on. Don't do this, man. Do not do this. Pull your hand out nutzen. Pull your hand out. I'm not going to pull your hand out. Pull your hand out, bro. Come on. Stop this. Don't fucking do this, man. Just pull your hand out. We'll get through whatever you're going through, man. But don't fucking do this. Let me see your left hand. Pull it out, bro. Pull it out. What is your name? What is your name? Talk to me. Hey, talk to me, bro. Come on. You're going through some shit. Let me help you. Let me help you pull your hand out, bro. Pull your hand out. What's your name? What's your name? Tell me your name. Tell me your name. It does matter, bro. Come on. Let me help you out. Let me help you out. Pull your leg.",False,True,False,False,False,"[{'label': 'male', 'start': 0.0, 'end': 59.18}]",0.0,0.0
6837486538058747142,democrats,2020-06-12 11:39:54-04:00,A History Major Explaining “Southern History” to you. #civilwar #southernpride #northernpride #fyp #foryou #history #republicans #democrats #facts,,"civilwar, southernpride, northernpride, fyp, foryou, history, republicans, democrats, facts",59,True,0,6837486538557786886,original sound,https://v77.tiktokcdn.com/cc1ab517c6e428a6daf167b5825b683d/64665176/video/tos/useast2a/tos-useast2a-v-27dcd7/baaec99b769443278da991689c599309/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TncxGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=ZWc2MztpNzw7ODZmZDloM0BpanU6NTZkZW10dTMzOjU8M0AtNWEyYzUtXzUxNDZgNF9fYSNscmJwbWY1MGVfLS1hMTZzcw%3D%3D&l=20230518152427A6F9B1ABAC84412DA38A&btag=e00080000&cc=13&download=true,The Ghost ™️,True,90200,2055,1896,379900,,,,,,,390,305200,12200000,86200,12200000,data/videos/6837486538058747142.mp4,https://www.tiktok.com/@/video/6837486538058747142,"So I've been noticing that I'm getting nothing but Southern pride good old boys in my comment section. People that just love the South and everything it fucking stood for. But little did you know that I actually have a degree in your history. And I'm foreign, so let a foreigner explain your own history to you. The Civil War lasted roughly about four years. And the first shot was fired by the South in Fort Sumter, South Carolina. Which means the South started the war. But what's really ironic is that the South had no idea that they would never win. It was literally inevitable. They were going to lose regardless. Not only was the South outnumbered, the North had 2.5 million soldiers while the South only had 750,000. And not only that, the North had allies. But what the North really had was a huge industrial advantage. The South didn't. You were going to lose regardless.",False,True,True,False,True,"[{'label': 'male', 'start': 0.0, 'end': 13.32}, {'label': 'noEnergy', 'start': 13.32, 'end': 13.8}, {'label': 'male', 'start': 13.8, 'end': 17.38}, {'label': 'noEnergy', 'start': 17.38, 'end': 17.84}, {'label': 'male', 'start': 17.84, 'end': 26.16}, {'label': 'noEnergy', 'start': 26.16, 'end': 26.6}, {'label': 'male', 'start': 26.6, 'end': 33.1}, {'label': 'female', 'start': 33.1, 'end': 35.0}, {'label': 'noEnergy', 'start': 35.0, 'end': 35.64}, {'label': 'male', 'start': 35.64, 'end': 38.36}, {'label': 'noEnergy', 'start': 38.36, 'end': 38.78}, {'label': 'male', 'start': 38.78, 'end': 48.64}, {'label': 'female', 'start': 48.64, 'end': 50.82}, {'label': 'noEnergy', 'start': 50.82, 'end': 51.36}, {'label': 'female', 'start': 51.36, 'end': 52.2}, {'label': 'male', 'start': 52.2, 'end': 58.94}]",0.0,0.0
6837493020368096518,maga,2020-06-12 12:05:03-04:00,Clown world is amazing #joke #HomeDecor #blacklivesmatter #maga #twitter,,"joke, homedecor, blacklivesmatter, maga, twitter",11,True,0,6837493013258734341,original sound,https://v58.tiktokcdn.com/video/tos/useast2a/tos-useast2a-v-27dcd7/73eb7a19526f4a97a077f41f2a28730f/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TCgfGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=ZDQ4PGlkOjtkOzk3OThnZEBpM3ZyNmc6ZnZ5NzMzNzU8M0AxYC02YDUzNWAxXjQwNmJjYSMvZGUucjRvbXNgLS1kMTZzcw%3D%3D&l=2023051810593094EB8BA76F72F00AE71F&VExpiration=1684411183&VSignature=i5cYMstdN6Bk4tgA0dP4-A&btag=e00080000&cc=14&download=true,Blkglv,True,112400,871,1059,631500,,,,,,,71,242000,10700000,126800,10700000,data/videos/6837493020368096518.mp4,https://www.tiktok.com/@/video/6837493020368096518,"Band-Aid launches racially diverse band-aids. Yes. Yes. We couldn't stop the bleeding man. We were out of mahogany bandages Oh, so my son wasn't good enough for the white bandages racist racist",False,True,False,False,False,"[{'label': 'male', 'start': 0.0, 'end': 11.86}]",0.0,0.0
6837721937779690758,trump2020,2020-06-13 02:53:25-04:00,This is the greatest thing ever 😂👌🏼 #trump #trump2020 #maga #conservative #republican #liberallogic #liberal #blm #bluelivesmatter #alllivesmatter,,"trump, trump2020, maga, conservative, republican, liberallogic, liberal, blm, bluelivesmatter, alllivesmatter",11,True,0,6642168923733101314,Funny Laugh no no no,https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-ve-2774/c93f2e38c2d04b50be1e683d7c77a9be,Sound Effect,False,209100,20700,1673,1100000,,,,,,,792,20200,506900,2270,506900,data/videos/6837721937779690758.mp4,https://www.tiktok.com/@/video/6837721937779690758,Oh no no no no! Oh no! Oh no! Oh no!,False,True,False,True,False,"[{'label': 'male', 'start': 0.0, 'end': 6.26}, {'label': 'noise', 'start': 6.26, 'end': 11.0}]",0.0,0.0
6838022898351951110,maga,2020-06-13 22:21:16-04:00,"Donald Trump’s victims are still waiting for justice. If not now, when?#HoldTrumpAccountable #trump #predator #gross #epstein #maga #politics #usa",#HoldTrumpAccountable,"holdtrumpaccountable, trump, predator, gross, epstein, maga, politics, usa",59,True,0,6838022869239302918,original sound,https://v77.tiktokcdn.com/0a2c6ae11d22622c98f8854310ad0be9/6466132d/video/tos/useast2a/tos-useast2a-v-27dcd7/e464f242db734f96b251e780043c92d9/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7Te~fGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=Zmk3MztoOGZnNGRlOjppZkBpMzVvcWdrZmVwdjMzNzU8M0AzYDJiNDVgXmIxLS5fLl9eYSNoYTRzam9nbGVfLS02MTZzcw%3D%3D&l=2023051810584218C4682BF7A7420B2CF7&btag=e00080000&cc=13&download=true,MeidasTouch,True,906100,103400,22400,3500000,,,,,,,352,708400,42600000,2226,42600000,data/videos/6838022898351951110.mp4,https://www.tiktok.com/@/video/6838022898351951110,"You know about sexual predators and things like that. You are one. All right, say that. Here's what Donald Trump said about his old friend, Jeffrey Epstein, in 2002. I've known Jeff for 15 years. Terrific guy. It is even said that he likes beautiful women as much as I do, and many of them are on the younger side. Donald Trump is heard making questionable comments about a young girl. You're going up the escalator? Yes. I'm going to be dating her in ten years. A woman had filed a lawsuit alleging Trump sexually assaulted her when she was only 13 years old. I'll go backstage, and everyone's getting dressed. I'm the owner of the pageant. So I sort of get away with things like that. You know, I'm automatically attracted to beautiful women. I just start kissing them. For the 22nd time, Donald J. Trump has been accused of sexual misconduct. Kiss me again, very aggressively. He was putting his hand up my skirt. She would not be my first choice. I'm very clear on this. When you were a star, they let you do it. Touching my private parts. Grab him by the f***. What does he think this is? He binged you against the wall. It was a fight. She kept the dress. She's asking for a sample of Trump's DNA for her case.",False,True,True,False,True,"[{'label': 'male', 'start': 0.0, 'end': 14.32}, {'label': 'female', 'start': 14.32, 'end': 17.98}, {'label': 'male', 'start': 17.98, 'end': 37.18}, {'label': 'female', 'start': 37.18, 'end': 39.2}, {'label': 'male', 'start': 39.2, 'end': 44.74}, {'label': 'female', 'start': 44.74, 'end': 54.24}, {'label': 'male', 'start': 54.24, 'end': 55.94}, {'label': 'noEnergy', 'start': 55.94, 'end': 58.980000000000004}]",0.0,0.0
6838058435464957189,trump,2020-06-14 00:39:12-04:00,I’ve studied it better than anybody else #trumpisms #donaldtrump #election #fyp #foryou #foryoupage #foryourpage #comedy #powerpoint #trump,,"trumpisms, donaldtrump, election, fyp, foryou, foryoupage, foryourpage, comedy, powerpoint, trump",55,False,0,6836870928501050118,original sound,https://v16m.tiktokcdn.com/16252afeee3aef253a609ef307a86d0b/646625cd/video/tos/useast2a/tos-useast2a-v-27dcd7/f1d2081ba5d24f798abb88364ae48ec5/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TNV5Gfiyq8Z&mime_type=audio_mpeg&qs=6&rc=ODc4NGVkZmVkPDM8ODRoO0BpM3ZudzM6Zjs6OzMzNzU8M0BiYTEuNGBiXy8xX2JhMjUwYSNqZW9gcjRfY2NgLS1kMTZzcw%3D%3D&l=20230518121816876018ACE49628150825&btag=e00080000&cc=3&download=true,Kinzie,True,986200,131400,13400,7300000,,,,,,,294,62400,2400000,20600,2400000,data/videos/6838058435464957189.mp4,https://www.tiktok.com/@/video/6838058435464957189,"I never understood wind, and I know windmills very much. I've studied it better than anybody. I know it's very expensive. They're made in China and Germany, mostly. Very few made here, almost none. Tremendous fumes, gases are spewing into the atmosphere. You know, we have a world, right? So the world is tiny compared to the universe. Fumes are spewing into the air, right? Spewing. Whether it's in China, Germany, it's going into the air. It's our air, their air, everything, right? So they make these things, and then they put them up. And if you own a house with a vision of some of these monsters, your house is worth 50 percent of the price. They're noisy. They kill the birds. You want to see a bird graveyard? You just go. Take a look. A bird graveyard? Go under a windmill someday. You'll see more birds than you've ever seen ever in your life.",False,True,False,False,True,"[{'label': 'male', 'start': 0.0, 'end': 13.46}, {'label': 'noEnergy', 'start': 13.46, 'end': 14.14}, {'label': 'male', 'start': 14.14, 'end': 17.68}, {'label': 'noEnergy', 'start': 17.68, 'end': 18.52}, {'label': 'male', 'start': 18.52, 'end': 20.42}, {'label': 'noEnergy', 'start': 20.42, 'end': 20.84}, {'label': 'male', 'start': 20.84, 'end': 29.8}, {'label': 'noEnergy', 'start': 29.8, 'end': 30.34}, {'label': 'male', 'start': 30.34, 'end': 33.1}, {'label': 'noEnergy', 'start': 33.1, 'end': 33.64}, {'label': 'male', 'start': 33.64, 'end': 38.02}, {'label': 'noEnergy', 'start': 38.02, 'end': 38.62}, {'label': 'male', 'start': 38.62, 'end': 55.9}]",0.0,0.0
6838369964332682502,trump,2020-06-14 20:48:04-04:00,This isn’t political unless U: dont care abt the #earth #animals #oceans/anything but urself❤️ #fyp #foryou #science #edutok #education #nature #trump,,"earth, animals, oceans, fyp, foryou, science, edutok, education, nature, trump",56,True,0,6838369943956900614,original sound,https://v77.tiktokcdn.com/04b859215f762567bb32193c1e4bbdc6/646625f0/video/tos/alisg/tos-alisg-v-27dcd7/75e9774a72a4491bad1c89d4cd04bfa0/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TrV5Gfiyq8Z&mime_type=audio_mpeg&qs=6&rc=NzZmPDg6NGhnOTVoOWU1Z0BpM3l4aDp1O3NoNTMzODU8M0BgXy9iXl9fNl4xL2EwNmA0YSNnZ24xL2Boal9gLS1kMTRzcw%3D%3D&l=20230518121859F521A2D674593D151D19&btag=e00080000&cc=13&download=true,J.C. Dombrowski,True,609600,33500,9737,1800000,,,,,,,3181,2900000,262700000,113100,262700000,data/videos/6838369964332682502.mp4,https://www.tiktok.com/@/video/6838369964332682502,"Three major things that have happened to our environment because of our president. Number one, he re-permitted the use of seismic air guns when it comes to offshore drilling. And what these seismic air guns do is release a sound so deafening it can actually explode animals' eardrums and it goes off every 10 seconds 24-7, 365 days a year to the point where it's so loud animals actually cannot locate friends, family, partners, and a lot of them just die alone. And it actually explodes their eardrums leading them to die. So good job, we love that oil money. Number two, got rid of the federal directive to care about our wildlife and waters and the federal government's impact on them. It's not like the ocean produces over 50% of the breathable oxygen in the world and it's not like the world gets one-seventh of its dietary protein from the ocean, but you know what? Money, so who cares? Number three, got rid of Obama-era protections around our Great Lakes, coastlines, and oceans so corporations can operate without any guidelines and can basically do whatever they want because who cares about the fact that we swim in our oceans, swim in our lakes, and also swim in our oceans, but money.",False,True,True,False,True,"[{'label': 'female', 'start': 0.0, 'end': 32.24}, {'label': 'male', 'start': 32.24, 'end': 38.96}, {'label': 'female', 'start': 38.96, 'end': 51.620000000000005}, {'label': 'male', 'start': 51.620000000000005, 'end': 55.04}, {'label': 'female', 'start': 55.04, 'end': 55.76}, {'label': 'noEnergy', 'start': 55.76, 'end': 55.96}]",0.0,0.0
6838718841661558021,trump2020,2020-06-15 19:21:52-04:00,#TrumpLogic what an absolute idiot. This experiment needs to end! Electing Trump was a huge mistake. #Trump2020￼￼ #TrumpIsAnIdiot,,"trumplogic, trump2020, trumpisanidiot",12,True,0,6838718813849029382,original sound,https://v77.tiktokcdn.com/560386670d7c0de8688e10dc1b62c1bd/6465e569/video/tos/useast2a/tos-useast2a-v-27dcd7/a93d925983314c7c9ce4d0670d359777/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7Tv7TGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=ODk8NDk3NWlkODhmPDo1OEBpanFtaWs1bTg4dzMzZTU8M0BiYzZjNi4yX2IxX2ItX2BjYSMzaDRebF5pb2tfLS0wMTZzcw%3D%3D&l=20230518074403FEBA79A34581D306361B&btag=e00080000&cc=13&download=true,Michele,True,447200,33000,5709,1800000,,,,,,,1816,13400,1100000,41000,1100000,data/videos/6838718841661558021.mp4,https://www.tiktok.com/@/video/6838718841661558021,"If you don't test you don't have any cases. If we stop testing right now, we're going to have very few cases of any.",True,True,False,True,False,"[{'label': 'male', 'start': 0.0, 'end': 5.5600000000000005}, {'label': 'music', 'start': 5.5600000000000005, 'end': 9.4}, {'label': 'noise', 'start': 9.4, 'end': 12.4}]",3.84,32.0
6838913603135933702,maga,2020-06-16 07:57:40-04:00,#republican #conservative #MAGA #backtheblue #thinblueline #donaldtrump #trump2020 #trumptrain #draintheswamp,My kind of people,"republican, conservative, maga, backtheblue, thinblueline, donaldtrump, trump2020, trumptrain, draintheswamp",13,True,0,6838913580646025989,original sound,https://v16m.tiktokcdn.com/d409167ea65540f3c614cf9d212f1ecd/6466135f/video/tos/useast2a/tos-useast2a-v-27dcd7/b1e8dac0591c4c47a6e4b126fe3c1fd1/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TjgfGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=ZWdnNWg4OjlkaTppOTdnaUBpMzM4dzVxaGtkeDMzNzU8M0BhNjYzNmM0Ni0xNl4yMDMvYSNhYGFjZWFqcmpfLS1iMTZzcw%3D%3D&l=20230518105941FB22B9670377020AAD9E&btag=e00080000&cc=3&download=true,Jonathan Cantu,True,97300,159,1843,371400,,,,,,,3113,40700,447000,5031,447000,data/videos/6838913603135933702.mp4,https://www.tiktok.com/@/video/6838913603135933702,"Call me crazy, but if I see a TikTok video of you supporting our president Donald J. Trump and our military and our flag and our law enforcement, you just earned yourself a follow.",False,True,False,False,True,"[{'label': 'noEnergy', 'start': 0.0, 'end': 0.72}, {'label': 'male', 'start': 0.72, 'end': 9.28}, {'label': 'noEnergy', 'start': 9.28, 'end': 11.66}, {'label': 'male', 'start': 11.66, 'end': 13.06}]",0.0,0.0
6838976847301201158,trump,2020-06-16 12:03:04-04:00,My butt is great because my butt is good? 😂😂🤣 #fyp #inspirational #flight #foryoupage #hillaryclinton #trump #debate #question,Wow such inspirational words,"fyp, inspirational, flight, foryoupage, hillaryclinton, trump, debate, question",8,False,0,6838976831631264517,Americaisgreat,https://v16m.tiktokcdn.com/0ff1eb0937f1d148fc128fedf8c9fb45/6466260a/video/tos/alisg/tos-alisg-v-27dcd7/3aa90ae79f4d4f8c993983408a661d50/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TgI5Gfiyq8Z&mime_type=audio_mpeg&qs=6&rc=NmVkZzUzNjw7NzpoNjhnZkBpM21qdTY6ZmxsNjMzODU8M0BfMV9gMzVhXzExMi01NTFhYSNlNl9gcjQwaWVgLS1kMTRzcw%3D%3D&l=20230518122000B0DFCC19E5F41E15D6EE&btag=e00080000&cc=3&download=true,SwapCiti,True,415600,53500,4737,3400000,,,,,,,124,13500,431700,24500,431700,data/videos/6838976847301201158.mp4,https://www.tiktok.com/@/video/6838976847301201158,America is great because America is good.,True,False,True,False,True,"[{'label': 'noEnergy', 'start': 0.0, 'end': 0.52}, {'label': 'female', 'start': 0.52, 'end': 5.34}, {'label': 'noEnergy', 'start': 5.34, 'end': 5.76}, {'label': 'music', 'start': 5.76, 'end': 8.040000000000001}]",2.280000000000001,28.50000000000001
6839071376159100166,trump,2020-06-16 18:09:53-04:00,#dúo con @stokestwins  TRUMP! 🤬🤬🤬 #fyp #trump #funny #prank #parati #foryoupage #foryou #tendencias #foryou #trend #viral #tiktok #lol #relatable,,", dúo, fyp, trump, funny, prank, parati, foryoupage, foryou, tendencias, foryou, trend, viral, tiktok, lol, relatable",7,True,6838673400412638469,6838673400337533701,original sound,https://v77.tiktokcdn.com/6d9168c3aa16ead15166b1a0e4c20d22/646625d4/video/tos/maliva/tos-maliva-v-27dcd7c799-us/83c213ea7ba3453f8e3398ac5e28c7c8/?a=1180&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TEV5Gfiyq8Z&mime_type=audio_mpeg&qs=6&rc=NmVmOWdmPDs7aDZpOWllZEBpajk3Nmc6ZjQ7ZDMzZzU8NEAuMS1fYjEzNl4xXjNgNC4tYSNlZ2gzcjRnbW5gLS1kMS9zcw%3D%3D&l=20230518121853233FF6847B104615FFA8&btag=e00080000&cc=13&download=true,Stokes Twins,True,638300,4077,2741,4700000,,,,,,,17,9000000,89900000,832,89900000,data/videos/6839071376159100166.mp4,https://www.tiktok.com/@/video/6839071376159100166,"For Mother Nation, you never know, but we know. We love you all. We want you safe.",False,True,False,False,True,"[{'label': 'male', 'start': 0.0, 'end': 6.94}, {'label': 'noEnergy', 'start': 6.94, 'end': 7.26}]",0.0,0.0
6839079433794505989,biden2020,2020-06-16 18:41:10-04:00,Reply to @nickh1940 #repost share this so more ppl can see. It’s catchy too!! #trump #viral #fyp #foryoupage #parati #trumpsong #biden2020 #trump2020,,", repost, trump, viral, fyp, foryoupage, parati, trumpsong, biden2020, trump2020",23,True,0,6839079417323571973,20 MIL WTF. follow my IG nautical80,https://v77.tiktokcdn.com/e35bc70e7f74d1378f0ea9a656e104bf/6465fd9c/video/tos/useast2a/tos-useast2a-v-27dcd7/53705fb2373541d58104889f5998489a/?a=1233&ch=0&cr=0&dr=0&er=2&cd=0%7C0%7C0%7C0&br=250&bt=125&ft=d2A~l-Inz7TxkQGfiyq8Z&mime_type=audio_mpeg&qs=6&rc=NmVoOjloZDM8Z2ZmN2lpO0BpamZwcGR1c2RnMzMzNzU8M0BgXzFhLzAxXmAxNTUuNmAvYSNlcG4vcDVkcGdgLS0yMTZzcw%3D%3D&l=20230518092654655424D263BC35000DBB&btag=e00080000&cc=13&download=true,HD-80,True,5000000,357200,118900,23400000,,HD-80,,,,,163,208200,6600000,9305,6600000,data/videos/6839079433794505989.mp4,https://www.tiktok.com/@/video/6839079433794505989,"Racism, bigotry, lying, polygamy, immature, asshole, long god, pride media, crony, Twitter, hypocrisy, and how he handled Iran. Blatant incompetence, he has no common sense, he can't admit when he's wrong. Tax returns, legal shit, Bones vs. Decomit, plus he's unfit for the job. I'm not even Democrat, but these are facts and I hope that you know what you're doing. I could say more, but I'm sure that you get it, and thanks everybody for viewing!",True,True,False,False,False,"[{'label': 'music', 'start': 0.0, 'end': 1.54}, {'label': 'male', 'start': 1.54, 'end': 23.72}]",1.54,6.695652173913044
